bank_txn_id,value_date,narration,debit,credit,running_balance,utr_number
uci_bank_500900,2010-03-11,UCI ONLINE RETAIL UCI-500900,0.0,167.75,1972501.44,setl_500900
uci_bank_500901,2010-03-11,UCI ONLINE RETAIL UCI-500901,0.0,365.7,1972867.14,setl_500901
uci_bank_500902,2010-03-11,UCI ONLINE RETAIL UCI-500902,0.0,715.42,1973582.56,setl_500902
uci_bank_500903,2010-03-11,UCI ONLINE RETAIL UCI-500903,0.0,2655.96,1976238.52,setl_500903
uci_bank_500904,2010-03-11,UCI ONLINE RETAIL UCI-500904,0.0,162.45,1976400.97,setl_500904
uci_bank_500917,2010-03-11,UCI ONLINE RETAIL UCI-500917,0.0,451.68,1976852.65,setl_500917
uci_bank_500919,2010-03-11,UCI ONLINE RETAIL UCI-500919,0.0,353.72,1977206.37,setl_500919
uci_bank_500920,2010-03-11,UCI ONLINE RETAIL UCI-500920,0.0,105.08,1977311.45,setl_500920
uci_bank_500921,2010-03-11,UCI ONLINE RETAIL UCI-500921,0.0,611.84,1977923.29,setl_500921
uci_bank_500922,2010-03-11,UCI ONLINE RETAIL UCI-500922,0.0,37.75,1977961.04,setl_500922
uci_bank_500933,2010-03-11,UCI ONLINE RETAIL UCI-500933,0.0,216.89,1978177.93,setl_500933
uci_bank_500940,2010-03-11,UCI ONLINE RETAIL UCI-500940,0.0,219.46,1978397.39,setl_500940
uci_bank_500941,2010-03-11,UCI ONLINE RETAIL UCI-500941,0.0,306.26,1978703.65,setl_500941
uci_bank_500943,2010-03-11,UCI ONLINE RETAIL UCI-500943,0.0,760.38,1979464.03,setl_500943
uci_bank_500963,2010-03-11,UCI ONLINE RETAIL UCI-500963,0.0,304.05,1979768.08,setl_500963
uci_bank_500964,2010-03-11,UCI ONLINE RETAIL UCI-500964,0.0,140.19,1979908.27,setl_500964
uci_bank_500968,2010-03-11,UCI ONLINE RETAIL UCI-500968,0.0,119.76,1980028.03,setl_500968
uci_bank_500971,2010-03-11,UCI ONLINE RETAIL UCI-500971,0.0,588.0,1980616.03,setl_500971
uci_bank_500970,2010-03-11,UCI ONLINE RETAIL UCI-500970,0.0,203.7,1980819.73,setl_500970
uci_bank_500973,2010-03-11,UCI ONLINE RETAIL UCI-500973,0.0,597.48,1981417.21,setl_500973
uci_bank_500979,2010-03-11,UCI ONLINE RETAIL UCI-500979,0.0,11.9,1981429.11,setl_500979
uci_bank_500986,2010-03-11,UCI ONLINE RETAIL UCI-500986,0.0,124.07,1981553.18,setl_500986
uci_bank_500995,2010-03-11,UCI ONLINE RETAIL UCI-500995,0.0,138.89,1981692.07,setl_500995
uci_bank_500996,2010-03-11,UCI ONLINE RETAIL UCI-500996,0.0,257.55,1981949.62,setl_500996
uci_bank_500997,2010-03-11,UCI ONLINE RETAIL UCI-500997,0.0,335.9,1982285.52,setl_500997
uci_bank_500998,2010-03-11,UCI ONLINE RETAIL UCI-500998,0.0,1609.01,1983894.53,setl_500998
uci_bank_501000,2010-03-11,UCI ONLINE RETAIL UCI-501000,0.0,120.4,1984014.93,setl_501000
uci_bank_500999,2010-03-11,UCI ONLINE RETAIL UCI-500999,0.0,518.91,1984533.84,setl_500999
uci_bank_501001,2010-03-11,UCI ONLINE RETAIL UCI-501001,0.0,129.33,1984663.17,setl_501001
uci_bank_501002,2010-03-11,UCI ONLINE RETAIL UCI-501002,0.0,24.5,1984687.67,setl_501002
uci_bank_501004,2010-03-11,UCI ONLINE RETAIL UCI-501004,0.0,366.69,1985054.36,setl_501004
uci_bank_501005,2010-03-11,UCI ONLINE RETAIL UCI-501005,0.0,296.34,1985350.7,setl_501005
uci_bank_501006,2010-03-11,UCI ONLINE RETAIL UCI-501006,0.0,3425.26,1988775.96,setl_501006
uci_bank_501007,2010-03-11,UCI ONLINE RETAIL UCI-501007,0.0,865.45,1989641.41,setl_501007
uci_bank_501008,2010-03-11,UCI ONLINE RETAIL UCI-501008,0.0,281.89,1989923.3,setl_501008
uci_bank_501009,2010-03-11,UCI ONLINE RETAIL UCI-501009,0.0,316.77,1990240.07,setl_501009
uci_bank_501010,2010-03-11,UCI ONLINE RETAIL UCI-501010,0.0,848.03,1991088.1,setl_501010
uci_bank_501011,2010-03-11,UCI ONLINE RETAIL UCI-501011,0.0,477.74,1991565.84,setl_501011
uci_bank_501028,2010-03-11,UCI ONLINE RETAIL UCI-501028,0.0,246.1,1991811.94,setl_501028
uci_bank_501029,2010-03-11,UCI ONLINE RETAIL UCI-501029,0.0,122.7,1991934.64,setl_501029
uci_bank_501030,2010-03-11,UCI ONLINE RETAIL UCI-501030,0.0,371.72,1992306.36,setl_501030
uci_bank_501031,2010-03-11,UCI ONLINE RETAIL UCI-501031,0.0,574.11,1992880.47,setl_501031
uci_bank_501033,2010-03-11,UCI ONLINE RETAIL UCI-501033,0.0,215.15,1993095.62,setl_501033
uci_bank_501034,2010-03-11,UCI ONLINE RETAIL UCI-501034,0.0,335.4,1993431.02,setl_501034
uci_bank_501035,2010-03-11,UCI ONLINE RETAIL UCI-501035,0.0,229.71,1993660.73,setl_501035
uci_bank_501037,2010-03-12,UCI ONLINE RETAIL UCI-501037,0.0,35.4,1993696.13,setl_501037
uci_bank_501038,2010-03-12,UCI ONLINE RETAIL UCI-501038,0.0,384.46,1994080.59,setl_501038
uci_bank_501039,2010-03-12,UCI ONLINE RETAIL UCI-501039,0.0,1019.31,1995099.9,setl_501039
uci_bank_501042,2010-03-12,UCI ONLINE RETAIL UCI-501042,0.0,255.1,1995355.0,setl_501042
uci_bank_501043,2010-03-12,UCI ONLINE RETAIL UCI-501043,0.0,917.56,1996272.56,setl_501043
uci_bank_501044,2010-03-12,UCI ONLINE RETAIL UCI-501044,0.0,93.23,1996365.79,setl_501044
uci_bank_501045,2010-03-12,UCI ONLINE RETAIL UCI-501045,0.0,415.3,1996781.09,setl_501045
uci_bank_501046,2010-03-12,UCI ONLINE RETAIL UCI-501046,0.0,612.0,1997393.09,setl_501046
uci_bank_501047,2010-03-12,UCI ONLINE RETAIL UCI-501047,0.0,1780.9,1999173.99,setl_501047
uci_bank_501048,2010-03-12,UCI ONLINE RETAIL UCI-501048,0.0,323.35,1999497.34,setl_501048
uci_bank_501049,2010-03-12,UCI ONLINE RETAIL UCI-501049,0.0,5089.72,2004587.06,setl_501049
uci_bank_501079,2010-03-12,UCI ONLINE RETAIL UCI-501079,0.0,120.0,2004707.06,setl_501079
uci_bank_501082,2010-03-12,UCI ONLINE RETAIL UCI-501082,0.0,97.35,2004804.41,setl_501082
uci_bank_501083,2010-03-12,UCI ONLINE RETAIL UCI-501083,0.0,97.35,2004901.76,setl_501083
uci_bank_501084,2010-03-12,UCI ONLINE RETAIL UCI-501084,0.0,148.94,2005050.7,setl_501084
uci_bank_501085,2010-03-12,UCI ONLINE RETAIL UCI-501085,0.0,302.0,2005352.7,setl_501085
uci_bank_501086,2010-03-12,UCI ONLINE RETAIL UCI-501086,0.0,128.06,2005480.76,setl_501086
uci_bank_501093,2010-03-12,UCI ONLINE RETAIL UCI-501093,0.0,402.5,2005883.26,setl_501093
uci_bank_501098,2010-03-12,UCI ONLINE RETAIL UCI-501098,0.0,221.74,2006105.0,setl_501098
uci_bank_501101,2010-03-12,UCI ONLINE RETAIL UCI-501101,0.0,222.5,2006327.5,setl_501101
uci_bank_501102,2010-03-12,UCI ONLINE RETAIL UCI-501102,0.0,615.61,2006943.11,setl_501102
uci_bank_501103,2010-03-12,UCI ONLINE RETAIL UCI-501103,0.0,795.5,2007738.61,setl_501103
uci_bank_501104,2010-03-12,UCI ONLINE RETAIL UCI-501104,0.0,146.4,2007885.01,setl_501104
uci_bank_501114,2010-03-12,UCI ONLINE RETAIL UCI-501114,0.0,110.95,2007995.96,setl_501114
uci_bank_501117,2010-03-12,UCI ONLINE RETAIL UCI-501117,0.0,322.53,2008318.49,setl_501117
uci_bank_501118,2010-03-12,UCI ONLINE RETAIL UCI-501118,0.0,405.0,2008723.49,setl_501118
uci_bank_501119,2010-03-12,UCI ONLINE RETAIL UCI-501119,0.0,728.88,2009452.37,setl_501119
uci_bank_501121,2010-03-12,UCI ONLINE RETAIL UCI-501121,0.0,197.28,2009649.65,setl_501121
uci_bank_501123,2010-03-12,UCI ONLINE RETAIL UCI-501123,0.0,604.74,2010254.39,setl_501123
uci_bank_501124,2010-03-12,UCI ONLINE RETAIL UCI-501124,0.0,96.96,2010351.35,setl_501124
uci_bank_501126,2010-03-12,UCI ONLINE RETAIL UCI-501126,0.0,213.01,2010564.36,setl_501126
uci_bank_501127,2010-03-12,UCI ONLINE RETAIL UCI-501127,0.0,638.75,2011203.11,setl_501127
uci_bank_501128,2010-03-12,UCI ONLINE RETAIL UCI-501128,0.0,81.85,2011284.96,setl_501128
uci_bank_501129,2010-03-12,UCI ONLINE RETAIL UCI-501129,0.0,535.27,2011820.23,setl_501129
uci_bank_501132,2010-03-12,UCI ONLINE RETAIL UCI-501132,0.0,986.75,2012806.98,setl_501132
uci_bank_501133,2010-03-14,UCI ONLINE RETAIL UCI-501133,0.0,807.22,2013614.2,setl_501133
uci_bank_501134,2010-03-14,UCI ONLINE RETAIL UCI-501134,0.0,254.6,2013868.8,setl_501134
uci_bank_501135,2010-03-14,UCI ONLINE RETAIL UCI-501135,0.0,328.05,2014196.85,setl_501135
uci_bank_501136,2010-03-14,UCI ONLINE RETAIL UCI-501136,0.0,404.16,2014601.01,setl_501136
uci_bank_501137,2010-03-14,UCI ONLINE RETAIL UCI-501137,0.0,324.8,2014925.81,setl_501137
uci_bank_501138,2010-03-14,UCI ONLINE RETAIL UCI-501138,0.0,418.06,2015343.87,setl_501138
uci_bank_501140,2010-03-14,UCI ONLINE RETAIL UCI-501140,0.0,115.9,2015459.77,setl_501140
uci_bank_501141,2010-03-14,UCI ONLINE RETAIL UCI-501141,0.0,318.54,2015778.31,setl_501141
uci_bank_501142,2010-03-14,UCI ONLINE RETAIL UCI-501142,0.0,116.85,2015895.16,setl_501142
uci_bank_501143,2010-03-14,UCI ONLINE RETAIL UCI-501143,0.0,493.44,2016388.6,setl_501143
uci_bank_501144,2010-03-14,UCI ONLINE RETAIL UCI-501144,0.0,451.97,2016840.57,setl_501144
uci_bank_501145,2010-03-14,UCI ONLINE RETAIL UCI-501145,0.0,367.29,2017207.86,setl_501145
uci_bank_501146,2010-03-14,UCI ONLINE RETAIL UCI-501146,0.0,256.77,2017464.63,setl_501146
uci_bank_501147,2010-03-14,UCI ONLINE RETAIL UCI-501147,0.0,167.73,2017632.36,setl_501147
uci_bank_501148,2010-03-14,UCI ONLINE RETAIL UCI-501148,0.0,1968.98,2019601.34,setl_501148
uci_bank_501149,2010-03-14,UCI ONLINE RETAIL UCI-501149,0.0,180.4,2019781.74,setl_501149
uci_bank_501150,2010-03-14,UCI ONLINE RETAIL UCI-501150,0.0,116.86,2019898.6,setl_501150
uci_bank_501151,2010-03-14,UCI ONLINE RETAIL UCI-501151,0.0,375.5,2020274.1,setl_501151
uci_bank_501152,2010-03-14,UCI ONLINE RETAIL UCI-501152,0.0,311.7,2020585.8,setl_501152
uci_bank_501153,2010-03-14,UCI ONLINE RETAIL UCI-501153,0.0,591.43,2021177.23,setl_501153
uci_bank_501154,2010-03-14,UCI ONLINE RETAIL UCI-501154,0.0,111.18,2021288.41,setl_501154
uci_bank_501155,2010-03-14,UCI ONLINE RETAIL UCI-501155,0.0,79.9,2021368.31,setl_501155
uci_bank_501156,2010-03-14,UCI ONLINE RETAIL UCI-501156,0.0,39.29,2021407.6,setl_501156
uci_bank_501157,2010-03-14,UCI ONLINE RETAIL UCI-501157,0.0,432.08,2021839.68,setl_501157
uci_bank_501158,2010-03-15,UCI ONLINE RETAIL UCI-501158,0.0,717.23,2022556.91,setl_501158
uci_bank_501159,2010-03-15,UCI ONLINE RETAIL UCI-501159,0.0,221.0,2022777.91,setl_501159
uci_bank_501160,2010-03-15,UCI ONLINE RETAIL UCI-501160,0.0,92.0,2022869.91,setl_501160
uci_bank_501167,2010-03-15,UCI ONLINE RETAIL UCI-501167,0.0,267.98,2023137.89,setl_501167
uci_bank_501166,2010-03-15,UCI ONLINE RETAIL UCI-501166,0.0,427.98,2023565.87,setl_501166
uci_bank_501168,2010-03-15,UCI ONLINE RETAIL UCI-501168,0.0,321.6,2023887.47,setl_501168
uci_bank_501172,2010-03-15,UCI ONLINE RETAIL UCI-501172,0.0,110.4,2023997.87,setl_501172
uci_bank_501176,2010-03-15,UCI ONLINE RETAIL UCI-501176,0.0,830.87,2024828.74,setl_501176
uci_bank_501175,2010-03-15,UCI ONLINE RETAIL UCI-501175,0.0,480.75,2025309.49,setl_501175
uci_bank_501177,2010-03-15,UCI ONLINE RETAIL UCI-501177,0.0,12.6,2025322.09,setl_501177
uci_bank_501178,2010-03-15,UCI ONLINE RETAIL UCI-501178,0.0,165.0,2025487.09,setl_501178
uci_bank_501181,2010-03-15,UCI ONLINE RETAIL UCI-501181,0.0,279.8,2025766.89,setl_501181
uci_bank_501182,2010-03-15,UCI ONLINE RETAIL UCI-501182,0.0,484.65,2026251.54,setl_501182
uci_bank_501186,2010-03-15,UCI ONLINE RETAIL UCI-501186,0.0,332.05,2026583.59,setl_501186
uci_bank_501201,2010-03-15,UCI ONLINE RETAIL UCI-501201,0.0,718.68,2027302.27,setl_501201
uci_bank_501251,2010-03-15,UCI ONLINE RETAIL UCI-501251,0.0,216.0,2027518.27,setl_501251
uci_bank_501256,2010-03-15,UCI ONLINE RETAIL UCI-501256,0.0,879.6,2028397.87,setl_501256
uci_bank_501257,2010-03-15,UCI ONLINE RETAIL UCI-501257,0.0,972.0,2029369.87,setl_501257
uci_bank_501261,2010-03-15,UCI ONLINE RETAIL UCI-501261,0.0,153.0,2029522.87,setl_501261
uci_bank_501263,2010-03-15,UCI ONLINE RETAIL UCI-501263,0.0,126.48,2029649.35,setl_501263
uci_bank_501264,2010-03-15,UCI ONLINE RETAIL UCI-501264,0.0,365.43,2030014.78,setl_501264
uci_bank_501265,2010-03-15,UCI ONLINE RETAIL UCI-501265,0.0,178.2,2030192.98,setl_501265
uci_bank_501266,2010-03-15,UCI ONLINE RETAIL UCI-501266,0.0,362.88,2030555.86,setl_501266
uci_bank_501267,2010-03-15,UCI ONLINE RETAIL UCI-501267,0.0,391.15,2030947.01,setl_501267
uci_bank_501268,2010-03-15,UCI ONLINE RETAIL UCI-501268,0.0,607.35,2031554.36,setl_501268
uci_bank_501272,2010-03-15,UCI ONLINE RETAIL UCI-501272,0.0,851.16,2032405.52,setl_501272
uci_bank_501273,2010-03-15,UCI ONLINE RETAIL UCI-501273,0.0,274.09,2032679.61,setl_501273
uci_bank_501274,2010-03-15,UCI ONLINE RETAIL UCI-501274,0.0,85.6,2032765.21,setl_501274
uci_bank_501275,2010-03-15,UCI ONLINE RETAIL UCI-501275,0.0,242.44,2033007.65,setl_501275
uci_bank_501276,2010-03-15,UCI ONLINE RETAIL UCI-501276,0.0,190.9,2033198.55,setl_501276
uci_bank_501277,2010-03-15,UCI ONLINE RETAIL UCI-501277,0.0,306.98,2033505.53,setl_501277
uci_bank_501278,2010-03-15,UCI ONLINE RETAIL UCI-501278,0.0,189.29,2033694.82,setl_501278
uci_bank_501279,2010-03-15,UCI ONLINE RETAIL UCI-501279,0.0,402.98,2034097.8,setl_501279
uci_bank_501280,2010-03-15,UCI ONLINE RETAIL UCI-501280,0.0,238.07,2034335.87,setl_501280
uci_bank_501281,2010-03-15,UCI ONLINE RETAIL UCI-501281,0.0,819.24,2035155.11,setl_501281
uci_bank_501282,2010-03-15,UCI ONLINE RETAIL UCI-501282,0.0,371.7,2035526.81,setl_501282
uci_bank_501284,2010-03-15,UCI ONLINE RETAIL UCI-501284,0.0,1182.35,2036709.16,setl_501284
uci_bank_501291,2010-03-15,UCI ONLINE RETAIL UCI-501291,0.0,475.54,2037184.7,setl_501291
uci_bank_501295,2010-03-15,UCI ONLINE RETAIL UCI-501295,0.0,169.65,2037354.35,setl_501295
uci_bank_501296,2010-03-15,UCI ONLINE RETAIL UCI-501296,0.0,527.48,2037881.83,setl_501296
uci_bank_501297,2010-03-15,UCI ONLINE RETAIL UCI-501297,0.0,115.16,2037996.99,setl_501297
uci_bank_501298,2010-03-15,UCI ONLINE RETAIL UCI-501298,0.0,180.85,2038177.84,setl_501298
uci_bank_501299,2010-03-15,UCI ONLINE RETAIL UCI-501299,0.0,112.9,2038290.74,setl_501299
uci_bank_501300,2010-03-15,UCI ONLINE RETAIL UCI-501300,0.0,1881.27,2040172.01,setl_501300
uci_bank_501301,2010-03-15,UCI ONLINE RETAIL UCI-501301,0.0,661.04,2040833.05,setl_501301
uci_bank_501302,2010-03-15,UCI ONLINE RETAIL UCI-501302,0.0,241.04,2041074.09,setl_501302
uci_bank_501303,2010-03-15,UCI ONLINE RETAIL UCI-501303,0.0,807.2,2041881.29,setl_501303
uci_bank_501304,2010-03-15,UCI ONLINE RETAIL UCI-501304,0.0,270.92,2042152.21,setl_501304
uci_bank_501305,2010-03-15,UCI ONLINE RETAIL UCI-501305,0.0,298.9,2042451.11,setl_501305
uci_bank_501308,2010-03-16,UCI ONLINE RETAIL UCI-501308,0.0,334.08,2042785.19,setl_501308
uci_bank_501316,2010-03-16,UCI ONLINE RETAIL UCI-501316,0.0,508.01,2043293.2,setl_501316
uci_bank_501318,2010-03-16,UCI ONLINE RETAIL UCI-501318,0.0,329.5,2043622.7,setl_501318
uci_bank_501320,2010-03-16,UCI ONLINE RETAIL UCI-501320,0.0,456.66,2044079.36,setl_501320
uci_bank_501333,2010-03-16,UCI ONLINE RETAIL UCI-501333,0.0,500.24,2044579.6,setl_501333
uci_bank_501335,2010-03-16,UCI ONLINE RETAIL UCI-501335,0.0,3.3,2044582.9,setl_501335
uci_bank_501345,2010-03-16,UCI ONLINE RETAIL UCI-501345,0.0,1155.02,2045737.92,setl_501345
uci_bank_501347,2010-03-16,UCI ONLINE RETAIL UCI-501347,0.0,334.45,2046072.37,setl_501347
uci_bank_501369,2010-03-16,UCI ONLINE RETAIL UCI-501369,0.0,299.03,2046371.4,setl_501369
uci_bank_501385,2010-03-16,UCI ONLINE RETAIL UCI-501385,0.0,355.21,2046726.61,setl_501385
uci_bank_501386,2010-03-16,UCI ONLINE RETAIL UCI-501386,0.0,985.44,2047712.05,setl_501386
uci_bank_501387,2010-03-16,UCI ONLINE RETAIL UCI-501387,0.0,235.6,2047947.65,setl_501387
uci_bank_501403,2010-03-16,UCI ONLINE RETAIL UCI-501403,0.0,46.8,2047994.45,setl_501403
uci_bank_501420,2010-03-16,UCI ONLINE RETAIL UCI-501420,0.0,83.52,2048077.97,setl_501420
uci_bank_501422,2010-03-16,UCI ONLINE RETAIL UCI-501422,0.0,152.55,2048230.52,setl_501422
uci_bank_501423,2010-03-16,UCI ONLINE RETAIL UCI-501423,0.0,146.95,2048377.47,setl_501423
uci_bank_501425,2010-03-16,UCI ONLINE RETAIL UCI-501425,0.0,277.13,2048654.6,setl_501425
uci_bank_501426,2010-03-16,UCI ONLINE RETAIL UCI-501426,0.0,424.74,2049079.34,setl_501426
uci_bank_501427,2010-03-16,UCI ONLINE RETAIL UCI-501427,0.0,153.1,2049232.44,setl_501427
uci_bank_501430,2010-03-16,UCI ONLINE RETAIL UCI-501430,0.0,389.4,2049621.84,setl_501430
uci_bank_501431,2010-03-16,UCI ONLINE RETAIL UCI-501431,0.0,143.86,2049765.7,setl_501431
uci_bank_501432,2010-03-16,UCI ONLINE RETAIL UCI-501432,0.0,102.0,2049867.7,setl_501432
uci_bank_501434,2010-03-16,UCI ONLINE RETAIL UCI-501434,0.0,754.26,2050621.96,setl_501434
uci_bank_501437,2010-03-16,UCI ONLINE RETAIL UCI-501437,0.0,73.45,2050695.41,setl_501437
uci_bank_501438,2010-03-16,UCI ONLINE RETAIL UCI-501438,0.0,547.32,2051242.73,setl_501438
uci_bank_501439,2010-03-16,UCI ONLINE RETAIL UCI-501439,0.0,112.8,2051355.53,setl_501439
uci_bank_501440,2010-03-16,UCI ONLINE RETAIL UCI-501440,0.0,1442.57,2052798.1,setl_501440
uci_bank_501442,2010-03-16,UCI ONLINE RETAIL UCI-501442,0.0,517.95,2053316.05,setl_501442
uci_bank_501443,2010-03-16,UCI ONLINE RETAIL UCI-501443,0.0,165.63,2053481.68,setl_501443
uci_bank_501444,2010-03-16,UCI ONLINE RETAIL UCI-501444,0.0,1842.88,2055324.56,setl_501444
uci_bank_501445,2010-03-16,UCI ONLINE RETAIL UCI-501445,0.0,706.2,2056030.76,setl_501445
uci_bank_501446,2010-03-16,UCI ONLINE RETAIL UCI-501446,0.0,344.78,2056375.54,setl_501446
uci_bank_501447,2010-03-16,UCI ONLINE RETAIL UCI-501447,0.0,303.98,2056679.52,setl_501447
uci_bank_501449,2010-03-16,UCI ONLINE RETAIL UCI-501449,0.0,454.73,2057134.25,setl_501449
uci_bank_501461,2010-03-16,UCI ONLINE RETAIL UCI-501461,0.0,115.03,2057249.28,setl_501461
uci_bank_501463,2010-03-16,UCI ONLINE RETAIL UCI-501463,0.0,123.6,2057372.88,setl_501463
uci_bank_501464,2010-03-16,UCI ONLINE RETAIL UCI-501464,0.0,205.56,2057578.44,setl_501464
uci_bank_501469,2010-03-16,UCI ONLINE RETAIL UCI-501469,0.0,224.1,2057802.54,setl_501469
uci_bank_501470,2010-03-16,UCI ONLINE RETAIL UCI-501470,0.0,234.59,2058037.13,setl_501470
uci_bank_501471,2010-03-16,UCI ONLINE RETAIL UCI-501471,0.0,305.41,2058342.54,setl_501471
uci_bank_501472,2010-03-16,UCI ONLINE RETAIL UCI-501472,0.0,271.32,2058613.86,setl_501472
uci_bank_501473,2010-03-16,UCI ONLINE RETAIL UCI-501473,0.0,4607.3,2063221.16,setl_501473
uci_bank_501474,2010-03-16,UCI ONLINE RETAIL UCI-501474,0.0,382.79,2063603.95,setl_501474
uci_bank_501476,2010-03-17,UCI ONLINE RETAIL UCI-501476,0.0,266.73,2063870.68,setl_501476
uci_bank_501477,2010-03-17,UCI ONLINE RETAIL UCI-501477,0.0,389.26,2064259.94,setl_501477
uci_bank_501478,2010-03-17,UCI ONLINE RETAIL UCI-501478,0.0,278.45,2064538.39,setl_501478
uci_bank_501479,2010-03-17,UCI ONLINE RETAIL UCI-501479,0.0,300.6,2064838.99,setl_501479
uci_bank_501480,2010-03-17,UCI ONLINE RETAIL UCI-501480,0.0,864.0,2065702.99,setl_501480
uci_bank_501482,2010-03-17,UCI ONLINE RETAIL UCI-501482,0.0,422.09,2066125.08,setl_501482
uci_bank_501483,2010-03-17,UCI ONLINE RETAIL UCI-501483,0.0,1448.64,2067573.72,setl_501483
uci_bank_501484,2010-03-17,UCI ONLINE RETAIL UCI-501484,0.0,331.32,2067905.04,setl_501484
uci_bank_501485,2010-03-17,UCI ONLINE RETAIL UCI-501485,0.0,975.0,2068880.04,setl_501485
uci_bank_501505,2010-03-17,UCI ONLINE RETAIL UCI-501505,0.0,304.09,2069184.13,setl_501505
uci_bank_501507,2010-03-17,UCI ONLINE RETAIL UCI-501507,0.0,110.95,2069295.08,setl_501507
uci_bank_501508,2010-03-17,UCI ONLINE RETAIL UCI-501508,0.0,431.39,2069726.47,setl_501508
uci_bank_501509,2010-03-17,UCI ONLINE RETAIL UCI-501509,0.0,155.64,2069882.11,setl_501509
uci_bank_501515,2010-03-17,UCI ONLINE RETAIL UCI-501515,0.0,298.44,2070180.55,setl_501515
uci_bank_501523,2010-03-17,UCI ONLINE RETAIL UCI-501523,0.0,818.29,2070998.84,setl_501523
uci_bank_501524,2010-03-17,UCI ONLINE RETAIL UCI-501524,0.0,470.72,2071469.56,setl_501524
uci_bank_501525,2010-03-17,UCI ONLINE RETAIL UCI-501525,0.0,427.2,2071896.76,setl_501525
uci_bank_501526,2010-03-17,UCI ONLINE RETAIL UCI-501526,0.0,537.92,2072434.68,setl_501526
uci_bank_501528,2010-03-17,UCI ONLINE RETAIL UCI-501528,0.0,746.94,2073181.62,setl_501528
uci_bank_501529,2010-03-17,UCI ONLINE RETAIL UCI-501529,0.0,209.88,2073391.5,setl_501529
uci_bank_501530,2010-03-17,UCI ONLINE RETAIL UCI-501530,0.0,1607.04,2074998.54,setl_501530
uci_bank_501531,2010-03-17,UCI ONLINE RETAIL UCI-501531,0.0,152.16,2075150.7,setl_501531
uci_bank_501532,2010-03-17,UCI ONLINE RETAIL UCI-501532,0.0,137.11,2075287.81,setl_501532
uci_bank_501533,2010-03-17,UCI ONLINE RETAIL UCI-501533,0.0,320.12,2075607.93,setl_501533
uci_bank_501534,2010-03-17,UCI ONLINE RETAIL UCI-501534,0.0,6866.3,2082474.23,setl_501534
uci_bank_501535,2010-03-17,UCI ONLINE RETAIL UCI-501535,0.0,162.15,2082636.38,setl_501535
uci_bank_501537,2010-03-17,UCI ONLINE RETAIL UCI-501537,0.0,328.35,2082964.73,setl_501537
uci_bank_501539,2010-03-17,UCI ONLINE RETAIL UCI-501539,0.0,180.16,2083144.89,setl_501539
uci_bank_501540,2010-03-17,UCI ONLINE RETAIL UCI-501540,0.0,236.02,2083380.91,setl_501540
uci_bank_501541,2010-03-17,UCI ONLINE RETAIL UCI-501541,0.0,1225.2,2084606.11,setl_501541
uci_bank_501542,2010-03-17,UCI ONLINE RETAIL UCI-501542,0.0,308.0,2084914.11,setl_501542
uci_bank_501543,2010-03-17,UCI ONLINE RETAIL UCI-501543,0.0,39.12,2084953.23,setl_501543
uci_bank_501544,2010-03-17,UCI ONLINE RETAIL UCI-501544,0.0,292.93,2085246.16,setl_501544
uci_bank_501545,2010-03-17,UCI ONLINE RETAIL UCI-501545,0.0,2917.76,2088163.92,setl_501545
uci_bank_501546,2010-03-17,UCI ONLINE RETAIL UCI-501546,0.0,114.69,2088278.61,setl_501546
uci_bank_501547,2010-03-17,UCI ONLINE RETAIL UCI-501547,0.0,169.45,2088448.06,setl_501547
uci_bank_501548,2010-03-17,UCI ONLINE RETAIL UCI-501548,0.0,1466.31,2089914.37,setl_501548
uci_bank_501550,2010-03-17,UCI ONLINE RETAIL UCI-501550,0.0,1189.01,2091103.38,setl_501550
uci_bank_501552,2010-03-17,UCI ONLINE RETAIL UCI-501552,0.0,381.95,2091485.33,setl_501552
uci_bank_501553,2010-03-17,UCI ONLINE RETAIL UCI-501553,0.0,177.44,2091662.77,setl_501553
uci_bank_501556,2010-03-17,UCI ONLINE RETAIL UCI-501556,0.0,1050.56,2092713.33,setl_501556
uci_bank_501557,2010-03-17,UCI ONLINE RETAIL UCI-501557,0.0,156.52,2092869.85,setl_501557
uci_bank_501563,2010-03-17,UCI ONLINE RETAIL UCI-501563,0.0,156.2,2093026.05,setl_501563
uci_bank_501564,2010-03-17,UCI ONLINE RETAIL UCI-501564,0.0,197.38,2093223.43,setl_501564
uci_bank_501565,2010-03-18,UCI ONLINE RETAIL UCI-501565,0.0,140.16,2093363.59,setl_501565
uci_bank_501566,2010-03-18,UCI ONLINE RETAIL UCI-501566,0.0,204.2,2093567.79,setl_501566
uci_bank_501567,2010-03-18,UCI ONLINE RETAIL UCI-501567,0.0,45.6,2093613.39,setl_501567
uci_bank_501568,2010-03-18,UCI ONLINE RETAIL UCI-501568,0.0,425.64,2094039.03,setl_501568
uci_bank_501569,2010-03-18,UCI ONLINE RETAIL UCI-501569,0.0,1328.04,2095367.07,setl_501569
uci_bank_501570,2010-03-18,UCI ONLINE RETAIL UCI-501570,0.0,459.86,2095826.93,setl_501570
uci_bank_501571,2010-03-18,UCI ONLINE RETAIL UCI-501571,0.0,222.96,2096049.89,setl_501571
uci_bank_501572,2010-03-18,UCI ONLINE RETAIL UCI-501572,0.0,407.91,2096457.8,setl_501572
uci_bank_501574,2010-03-18,UCI ONLINE RETAIL UCI-501574,0.0,724.89,2097182.69,setl_501574
